gpu_name,url,graphics_processor.gpu_name,graphics_processor.gpu_variant,graphics_processor.architecture,graphics_processor.foundry,graphics_processor.process_size,graphics_processor.transistors,graphics_processor.die_size,graphics_card.release_date,graphics_card.availability,graphics_card.generation,graphics_card.predecessor,graphics_card.successor,graphics_card.production,graphics_card.launch_price,graphics_card.current_price,graphics_card.bus_interface,graphics_card.reviews,clock_speeds.base_clock,clock_speeds.boost_clock,clock_speeds.soc_clock,clock_speeds.uvd_clock,clock_speeds.memory_clock,memory.memory_size,memory.memory_type,memory.memory_bus,memory.bandwidth,render_config.shading_units,render_config.tmus,render_config.rops,render_config.compute_units,render_config.rt_cores,render_config.l0_cache,render_config.l1_cache,render_config.l2_cache,render_config.l3_cache,theoretical_performance.pixel_rate,theoretical_performance.texture_rate,theoretical_performance.fp16_(half)_performance,theoretical_performance.fp32_(float)_performance,theoretical_performance.fp64_(double)_performance,board_design.slot_width,board_design.length,board_design.width,board_design.height,board_design.tdp,board_design.suggested_psu,board_design.outputs,board_design.power_connectors,board_design.part_number,board_design.board_number,graphics_features.directx,graphics_features.opengl,graphics_features.opencl,graphics_features.vulkan,graphics_features.pixel_shader,graphics_features.vertex_shader
NVIDIA Playstation 3 GPU 28nm,https://www.techpowerup.com/gpu-specs/playstation-3-gpu-28nm.c3498,RSX-28nm,RSX-D5305L,Curie,Sony,28 nm,302 million,68 mm²,"Jun 3rd, 2013",,"Console GPU
(Sony)",,,End-of-life,299 USD,,,,,,,,"650 MHz
										
					1300 Mbps effective",256 MB,GDDR3,128 bit,20.80 GB/s,,24,8,,,,,,,4.400 GPixel/s,13.20 GTexel/s,,,,,"290 mm
					11.4 inches","60 mm
					2.4 inches","230 mm
					9.1 inches",21 W,,No outputs,,,,N/A,ES 1.1,N/A,N/A,3.0,3.0
NVIDIA Quadro 4100,https://www.techpowerup.com/gpu-specs/quadro-4100.c2309,GK104,,Kepler,TSMC,28 nm,"3,540 million",294 mm²,Unknown,,"Quadro
(x10)",,,End-of-life,,,PCIe 3.0 x16,26 in our database,,,,,"891 MHz
										
					1782 Mbps effective",2 GB,DDR3,256 bit,57.02 GB/s,1344,112,32,,,,16 KB (per SMX),512 KB,,22.32 GPixel/s,89.26 GTexel/s,,2.142 TFLOPS,89.26 GFLOPS (1:24),Single-slot,"160 mm
					6.3 inches",,,35 W,200 W,4x mini-DisplayPort 1.2,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K2000,https://www.techpowerup.com/gpu-specs/quadro-k2000.c1838,GK107,GK107-301-A2,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Mar 1st, 2013",,"Quadro
(Kx000)",,,End-of-life,599 USD,,PCIe 2.0 x16,26 in our database,,,,,"1000 MHz
										
					4 Gbps effective",2 GB,GDDR5,128 bit,64.00 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.632 GPixel/s,30.53 GTexel/s,,732.7 GFLOPS,30.53 GFLOPS (1:24),Single-slot,"202 mm
					8 inches","111 mm
					4.4 inches",,51 W,250 W,1x DVI2x DisplayPort 1.2,None,,P2095,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K2000D,https://www.techpowerup.com/gpu-specs/quadro-k2000d.c2021,GK107,GK107-301-A2,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Mar 1st, 2013",,"Quadro
(Kx000)",,,End-of-life,599 USD,,PCIe 2.0 x16,26 in our database,,,,,"1000 MHz
										
					4 Gbps effective",2 GB,GDDR5,128 bit,64.00 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.632 GPixel/s,30.53 GTexel/s,,732.7 GFLOPS,30.53 GFLOPS (1:24),Single-slot,"202 mm
					8 inches","111 mm
					4.4 inches",,51 W,250 W,2x DVI1x mini-DisplayPort 1.2,None,,P2095,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K4000,https://www.techpowerup.com/gpu-specs/quadro-k4000.c1841,GK106,,Kepler,TSMC,28 nm,"2,540 million",221 mm²,"Mar 1st, 2013",,"Quadro
(Kx000)",,,End-of-life,"1,269 USD",,PCIe 2.0 x16,26 in our database,,,,,"1404 MHz
										
					5.6 Gbps effective",3 GB,GDDR5,192 bit,134.8 GB/s,768,64,24,,,,16 KB (per SMX),384 KB,,12.96 GPixel/s,51.84 GTexel/s,,"1,244 GFLOPS",51.84 GFLOPS (1:24),Single-slot,"241 mm
					9.5 inches","111 mm
					4.4 inches",,80 W,250 W,1x DVI2x DisplayPort 1.2,1x 6-pin,,P2030,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K5000 SYNC,https://www.techpowerup.com/gpu-specs/quadro-k5000-sync.c2437,GK104,,Kepler,TSMC,28 nm,"3,540 million",294 mm²,"Jan 25th, 2013",,"Quadro
(Kx000)",,,End-of-life,"3,299 USD",,PCIe 2.0 x16,26 in our database,,,,,"1350 MHz
										
					5.4 Gbps effective",4 GB,GDDR5,256 bit,172.8 GB/s,1536,128,32,,,,16 KB (per SMX),512 KB,,22.59 GPixel/s,90.37 GTexel/s,,2.169 TFLOPS,90.37 GFLOPS (1:24),Triple-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,122 W,300 W,2x DVI2x DisplayPort 1.21x SDI,2x 6-pin,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K600,https://www.techpowerup.com/gpu-specs/quadro-k600.c1839,GK107,GK107-301-A2,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Mar 1st, 2013",,"Quadro
(Kx000)",,,End-of-life,199 USD,,PCIe 2.0 x16,26 in our database,,,,,"891 MHz
										
					1782 Mbps effective",1024 MB,DDR3,128 bit,28.51 GB/s,192,16,16,,,,16 KB (per SMX),256 KB,,3.504 GPixel/s,14.02 GTexel/s,,336.4 GFLOPS,14.02 GFLOPS (1:24),Single-slot,"160 mm
					6.3 inches","69 mm
					2.7 inches",,41 W,200 W,1x DVI1x DisplayPort 1.2,None,,P2012,12 (11_0),4.6,3.0,1.1,,
NVIDIA Quadro K6000,https://www.techpowerup.com/gpu-specs/quadro-k6000.c2426,GK110B,GK110-890-B1,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Jul 23rd, 2013",,"Quadro
(Kx000)",,,End-of-life,"5,265 USD",,PCIe 3.0 x16,26 in our database,797 MHz,902 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,54.12 GPixel/s,216.5 GTexel/s,,5.196 TFLOPS,1.732 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,225 W,550 W,2x DVI2x DisplayPort 1.2,2x 6-pin,,P2081 SKU 500,12 (11_1),4.6,3.0,1.1,,
NVIDIA Quadro K6000 SDI,https://www.techpowerup.com/gpu-specs/quadro-k6000-sdi.c2436,GK110,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Jul 23rd, 2013",,"Quadro
(Kx000)",,,End-of-life,"8,599 USD",,PCIe 3.0 x16,26 in our database,,,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,54.12 GPixel/s,216.5 GTexel/s,,5.196 TFLOPS,1.732 TFLOPS (1:3),Triple-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,239 W,550 W,3x DVI2x DisplayPort 1.23x SDI,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA Tesla K20m,https://www.techpowerup.com/gpu-specs/tesla-k20m.c2029,GK110,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Jan 5th, 2013",,"Tesla
(Kxx)",,,End-of-life,"3,199 USD",,PCIe 2.0 x16,,,,,,"1300 MHz
										
					5.2 Gbps effective",5 GB,GDDR5,320 bit,208.0 GB/s,2496,208,40,,,,16 KB (per SMX),1280 KB,,36.71 GPixel/s,146.8 GTexel/s,,3.524 TFLOPS,"1,175 GFLOPS (1:3)",Dual-slot,"267 mm
					10.5 inches",,,225 W,550 W,No outputs,1x 6-pin + 1x 8-pin,,P2081 SKU 208,12 (11_0),4.6,3.0,1.1,,
NVIDIA Tesla K20s,https://www.techpowerup.com/gpu-specs/tesla-k20s.c2044,GK110,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Feb 18th, 2013",,"Tesla
(Kxx)",,,End-of-life,"3,199 USD",,PCIe 2.0 x16,,,,,,"1300 MHz
										
					5.2 Gbps effective",5 GB,GDDR5,320 bit,208.0 GB/s,2496,208,40,,,,16 KB (per SMX),1280 KB,,29.90 GPixel/s,119.6 GTexel/s,,2.870 TFLOPS,956.8 GFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,225 W,550 W,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA Tesla K40c,https://www.techpowerup.com/gpu-specs/tesla-k40c.c2505,GK180,GK180-890-A1,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Oct 8th, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,745 MHz,876 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,1x 6-pin + 1x 8-pin,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA Tesla K40d,https://www.techpowerup.com/gpu-specs/tesla-k40d.c3402,GK110B,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Nov 22nd, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,745 MHz,876 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,,,,12 (11_1),4.6,3.0,1.1,,
NVIDIA Tesla K40m,https://www.techpowerup.com/gpu-specs/tesla-k40m.c2529,GK110B,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Nov 22nd, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,745 MHz,876 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,,,,12 (11_1),4.6,3.0,1.1,,
NVIDIA Tesla K40s,https://www.techpowerup.com/gpu-specs/tesla-k40s.c2528,GK110B,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Nov 22nd, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,745 MHz,876 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,,,,12 (11_1),4.6,3.0,1.1,,
NVIDIA Tesla K40st,https://www.techpowerup.com/gpu-specs/tesla-k40st.c2530,GK110B,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Nov 22nd, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,,,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,34.50 GPixel/s,138.0 GTexel/s,,3.312 TFLOPS,"1,104 GFLOPS (1:3)",Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,,,,12 (11_1),4.6,3.0,1.1,,
NVIDIA Tesla K40t,https://www.techpowerup.com/gpu-specs/tesla-k40t.c3403,GK110B,,Kepler,TSMC,28 nm,"7,080 million",561 mm²,"Nov 22nd, 2013",,"Tesla
(Kxx)",,,End-of-life,"7,699 USD",,PCIe 3.0 x16,,745 MHz,876 MHz,,,"1502 MHz
										
					6 Gbps effective",12 GB,GDDR5,384 bit,288.4 GB/s,2880,240,48,,,,16 KB (per SMX),1536 KB,,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3),Dual-slot,"267 mm
					10.5 inches",,,245 W,550 W,No outputs,,,,12 (11_1),4.6,3.0,1.1,,
NVIDIA GeForce 705A,https://www.techpowerup.com/gpu-specs/geforce-705a.c2519,GF119,,Fermi 2.0,TSMC,40 nm,292 million,79 mm²,"Oct 1st, 2013",,GeForce 700A,GeForce 600A,GeForce 800A,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,48,8,4,,,,64 KB (per SM),128 KB,,1.476 GPixel/s,5.904 GTexel/s,,141.7 GFLOPS,11.81 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 705M,https://www.techpowerup.com/gpu-specs/geforce-705m.c2308,GF119,GF119 B1,Fermi 2.0,TSMC,40 nm,292 million,79 mm²,Unknown,,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,48,8,4,,,,64 KB (per SM),128 KB,,1.476 GPixel/s,5.904 GTexel/s,,141.7 GFLOPS,11.81 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 705M,https://www.techpowerup.com/gpu-specs/geforce-705m.c2492,GF117,N14M-GL,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Sep 27th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,48,8,8,,,,64 KB (per SM),128 KB,,1.476 GPixel/s,5.904 GTexel/s,,141.7 GFLOPS,11.81 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 710A,https://www.techpowerup.com/gpu-specs/geforce-710a.c2384,GF117,N14M-GE,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Apr 1st, 2013",,GeForce 700A,GeForce 600A,GeForce 800A,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,3.100 GPixel/s,12.40 GTexel/s,,297.6 GFLOPS,24.80 GFLOPS (1:12),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 710M,https://www.techpowerup.com/gpu-specs/geforce-710m.c2017,GF117,N14M-GL,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Jan 9th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,3.100 GPixel/s,12.40 GTexel/s,,297.6 GFLOPS,24.80 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 710M,https://www.techpowerup.com/gpu-specs/geforce-710m.c2433,GK208,,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Jul 24th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x8,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,192,16,8,,,,16 KB (per SMX),512 KB,,5.752 GPixel/s,11.50 GTexel/s,,276.1 GFLOPS,11.50 GFLOPS (1:24),,,,,15 W,,No outputs,None,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce 720M,https://www.techpowerup.com/gpu-specs/geforce-720m.c2385,GF117,N14M-GE,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"800 MHz
										
					1600 Mbps effective",2 GB,DDR3,64 bit,12.80 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,2.500 GPixel/s,10.00 GTexel/s,,240.0 GFLOPS,20.00 GFLOPS (1:12),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce 820M,https://www.techpowerup.com/gpu-specs/geforce-820m.c2524,GF117,N15V-GM-B-A2,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Nov 27th, 2013",,GeForce 800M,GeForce 700M,GeForce 900M,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,2.500 GPixel/s,10.00 GTexel/s,,240.0 GFLOPS,20.00 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce GT 640M Mac Edition,https://www.techpowerup.com/gpu-specs/geforce-gt-640m-mac-edition.c2227,GK107,N13P-GS,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Feb 3rd, 2013",,GeForce 600M,GeForce 500M,GeForce 700M,End-of-life,,,PCIe 3.0 x16,2 in our database,,,,,"1250 MHz
										
					5 Gbps effective",512 MB,GDDR5,64 bit,40.00 GB/s,384,32,8,,,,16 KB (per SMX),128 KB,,5.960 GPixel/s,23.84 GTexel/s,,572.2 GFLOPS,23.84 GFLOPS (1:24),,,,,32 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 710M,https://www.techpowerup.com/gpu-specs/geforce-gt-710m.c2383,GF117,N14M-GL,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Jan 9th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",1024 MB,DDR3,64 bit,14.40 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,3.100 GPixel/s,12.40 GTexel/s,,297.6 GFLOPS,24.80 GFLOPS (1:12),,,,,15 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce GT 720M,https://www.techpowerup.com/gpu-specs/geforce-gt-720m.c2297,GF117,N14M-GE,Fermi 2.0,TSMC,28 nm,585 million,116 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x16,,,,,,"800 MHz
										
					1600 Mbps effective",2 GB,DDR3,64 bit,12.80 GB/s,96,16,8,,,,64 KB (per SM),128 KB,,3.100 GPixel/s,12.40 GTexel/s,,240.0 GFLOPS,20.00 GFLOPS (1:12),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,1.1,N/A,,
NVIDIA GeForce GT 720M,https://www.techpowerup.com/gpu-specs/geforce-gt-720m.c2444,GK208,GT 720M,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Dec 25th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 2.0 x8,,719 MHz,758 MHz,,,"800 MHz
										
					1600 Mbps effective",2 GB,DDR3,64 bit,12.80 GB/s,192,16,8,,,,16 KB (per SMX),512 KB,,3.032 GPixel/s,12.13 GTexel/s,,291.1 GFLOPS,12.13 GFLOPS (1:24),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 730M,https://www.techpowerup.com/gpu-specs/geforce-gt-730m.c1914,GK107,GT 730M,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Jan 20th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,128 bit,28.80 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,5.800 GPixel/s,23.20 GTexel/s,,556.8 GFLOPS,23.20 GFLOPS (1:24),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 735M,https://www.techpowerup.com/gpu-specs/geforce-gt-735m.c2300,GK208,N14M-LP,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x8,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,384,32,8,,,,16 KB (per SMX),512 KB,,4.600 GPixel/s,18.40 GTexel/s,,441.6 GFLOPS,18.40 GFLOPS (1:24),IGP,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 740A,https://www.techpowerup.com/gpu-specs/geforce-gt-740a.c2456,GK208,GT 740M,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Aug 26th, 2013",,GeForce 700A,GeForce 600A,GeForce 800A,End-of-life,,,PCIe 3.0 x8,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,384,32,8,,,,16 KB (per SMX),512 KB,,7.840 GPixel/s,31.36 GTexel/s,,752.6 GFLOPS,31.36 GFLOPS (1:24),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 740M,https://www.techpowerup.com/gpu-specs/geforce-gt-740m.c2299,GK208,GT 740M,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Jun 20th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x8,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,384,32,8,,,,16 KB (per SMX),512 KB,,7.840 GPixel/s,31.36 GTexel/s,,752.6 GFLOPS,31.36 GFLOPS (1:24),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 740M,https://www.techpowerup.com/gpu-specs/geforce-gt-740m.c2310,GK107,GT 740M,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"901 MHz
										
					1802 Mbps effective",2 GB,DDR3,128 bit,28.83 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,6.480 GPixel/s,25.92 GTexel/s,,622.1 GFLOPS,25.92 GFLOPS (1:24),MXM Module,,,,45 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 745A,https://www.techpowerup.com/gpu-specs/geforce-gt-745a.c2457,GK107,N14P-LP,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Aug 26th, 2013",,GeForce 700A,GeForce 600A,GeForce 800A,End-of-life,,,PCIe 3.0 x16,,837 MHz,915 MHz,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,128 bit,28.80 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.320 GPixel/s,29.28 GTexel/s,,702.7 GFLOPS,29.28 GFLOPS (1:24),MXM Module,,,,33 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 745M,https://www.techpowerup.com/gpu-specs/geforce-gt-745m.c2298,GK107,N14P-LP,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,128 bit,28.80 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,6.696 GPixel/s,26.78 GTexel/s,,642.8 GFLOPS,26.78 GFLOPS (1:24),IGP,,,,45 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 745M,https://www.techpowerup.com/gpu-specs/geforce-gt-745m.c2320,GK107,N14P-GS,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Apr 1st, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"1000 MHz
										
					4 Gbps effective",2 GB,GDDR5,128 bit,64.00 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,4.392 GPixel/s,17.57 GTexel/s,,421.6 GFLOPS,17.57 GFLOPS (1:24),IGP,,,,45 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 750M,https://www.techpowerup.com/gpu-specs/geforce-gt-750m.c2224,GK107,N14P-GT,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Jan 9th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,941 MHz,967 MHz,,,"1003 MHz
										
					4 Gbps effective",2 GB,GDDR5,128 bit,64.19 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.736 GPixel/s,30.94 GTexel/s,,742.7 GFLOPS,30.94 GFLOPS (1:24),MXM Module,,,,50 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 750M Mac Edition,https://www.techpowerup.com/gpu-specs/geforce-gt-750m-mac-edition.c2527,GK107,N14P-GT,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Nov 8th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"1254 MHz
										
					5 Gbps effective",2 GB,GDDR5,128 bit,80.26 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.408 GPixel/s,29.63 GTexel/s,,711.2 GFLOPS,29.63 GFLOPS (1:24),MXM Module,,,,50 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 755M,https://www.techpowerup.com/gpu-specs/geforce-gt-755m.c2420,GK107,GT 755M,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Jun 25th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"1350 MHz
										
					5.4 Gbps effective",2 GB,GDDR5,128 bit,86.40 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,7.840 GPixel/s,31.36 GTexel/s,,752.6 GFLOPS,31.36 GFLOPS (1:24),MXM Module,,,,50 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
NVIDIA GeForce GT 755M Mac Edition,https://www.techpowerup.com/gpu-specs/geforce-gt-755m-mac-edition.c2525,GK107,GT 755M,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Nov 8th, 2013",,GeForce 700M,GeForce 600M,GeForce 800M,End-of-life,,,PCIe 3.0 x16,,,,,,"1250 MHz
										
					5 Gbps effective",1024 MB,GDDR5,128 bit,80.00 GB/s,384,32,16,,,,16 KB (per SMX),256 KB,,8.680 GPixel/s,34.72 GTexel/s,,833.3 GFLOPS,34.72 GFLOPS (1:24),MXM Module,,,,50 W,,No outputs,,,,12 (11_0),4.6,3.0,1.1,,
